data,canal_marketing,investimento_marketing,roi_marketing,volume_vendas,ticket_medio,clientes_recorrentes,churn_rate,nps,custo_operacional,faturamento,inadimplencia
2032-11-16,Instagram,3208.35,2.16,758,99.61,1775,0.0186,29,49542.04,75504.38,0.0151
2032-11-17,Facebook Ads,27005.79,3.07,2997,159.14,2226,0.0756,86,121556.41,476942.58,0.1017
2032-11-18,TV,46819.59,6.3,4719,143.61,2416,0.027,36,141887.59,677695.59,0.0872
2032-11-19,Rádio,30081.85,4.78,4199,85.85,756,0.1426,6,40099.67,360484.15,0.1619
2032-11-20,WhatsApp,40566.66,1.19,2642,140.41,2606,0.0408,73,8106.65,370963.22,0.0645
2032-11-21,Rádio,40107.56,3.73,1678,147.11,69,0.0777,79,63338.77,246850.58,0.0834
2032-11-22,Instagram,46640.39,4.9,4094,128.39,801,0.029,27,53592.23,525628.66,0.0278
2032-11-23,WhatsApp,38626.32,7.32,1174,128.2,284,0.0533,86,103160.1,150506.8,0.0751
2032-11-24,TV,37511.18,1.91,3305,105.46,1670,0.0437,97,76783.36,348545.3,0.195
2032-11-25,Google Ads,12088.08,6.54,4144,68.51,655,0.0739,17,62832.85,283905.44,0.189
2032-11-26,Rádio,3466.3,1.48,3533,107.82,603,0.0659,46,38285.56,380928.06,0.1525
2032-11-27,Instagram,26121.17,2.32,977,101.8,1949,0.053,22,125129.66,99458.6,0.1824
2032-11-28,TV,6659.49,2.33,1191,138.8,2550,0.0204,19,41016.45,165310.8,0.0501
2032-11-29,Outdoor,48128.7,7.08,3159,178.44,635,0.0753,30,12936.57,563691.96,0.1281
2032-11-30,Outdoor,14851.28,1.99,1774,106.31,1033,0.1283,13,86868.52,188593.94,0.105
2032-12-01,TV,42720.74,6.4,1708,156.46,1700,0.1109,22,51015.57,267233.68,0.0903
2032-12-02,TV,19687.42,3.96,2926,171.77,472,0.1095,1,108303.09,502599.02,0.0717
2032-12-03,TV,16498.12,7.99,1317,81.76,2103,0.0581,28,16726.39,107677.92,0.1746
2032-12-04,WhatsApp,46790.35,6.79,3152,185.25,507,0.1077,49,145114.6,583908.0,0.1021
2032-12-05,TV,18484.47,6.05,413,60.57,1964,0.0725,72,32094.41,25015.41,0.1476
2032-12-06,Rádio,19819.25,7.03,829,185.26,2651,0.0268,58,56773.25,153580.54,0.1441
2032-12-07,Instagram,5751.54,5.26,4139,74.54,2619,0.0658,32,74738.47,308521.06,0.0359
2032-12-08,WhatsApp,33687.11,6.83,483,100.58,895,0.0242,47,134067.04,48580.14,0.0193
2032-12-09,TV,14797.55,2.46,1912,140.79,600,0.0216,43,109768.43,269190.48,0.1696
2032-12-10,Facebook Ads,29487.41,1.23,2424,185.85,1470,0.0083,11,26000.13,450500.4,0.1032
2032-12-11,Facebook Ads,29771.91,5.12,3529,88.36,2044,0.046,82,68598.98,311822.44,0.1639
2032-12-12,Instagram,36100.38,3.76,2845,164.54,2108,0.053,41,83722.22,468116.3,0.0664
2032-12-13,Outdoor,37389.45,3.7,1964,156.57,1695,0.1064,83,106808.23,307503.48,0.1737
2032-12-14,Google Ads,25965.4,4.45,3391,73.96,546,0.083,94,87913.08,250798.36,0.1679
2032-12-15,Google Ads,16884.1,3.21,4946,121.92,2842,0.1295,34,71313.56,603016.32,0.0825
2032-12-16,Outdoor,41953.82,5.2,327,122.23,2586,0.0306,40,116004.41,39969.21,0.0882
2032-12-17,WhatsApp,15838.35,0.73,2164,95.69,2833,0.0436,84,59818.36,207073.16,0.0767
2032-12-18,WhatsApp,25621.7,7.77,111,166.99,2555,0.1415,54,148140.04,18535.89,0.0166
2032-12-19,WhatsApp,20362.0,7.44,1622,188.89,2561,0.0694,12,142428.46,306379.58,0.1407
2032-12-20,Google Ads,42826.38,7.51,791,157.49,2140,0.1194,38,107570.16,124574.59,0.0618
2032-12-21,Facebook Ads,21879.97,3.24,3805,195.94,588,0.0764,90,132978.73,745551.7,0.178
2032-12-22,Google Ads,19611.91,4.49,1839,57.57,617,0.0733,88,62010.45,105871.23,0.1805
2032-12-23,Rádio,34646.27,7.66,1625,55.58,170,0.0265,65,89313.18,90317.5,0.1473
2032-12-24,TV,30320.83,7.27,169,184.08,2722,0.1284,34,44535.0,31109.52,0.0445
2032-12-25,WhatsApp,5808.72,6.43,2348,184.67,365,0.0164,71,133417.7,433605.16,0.027
2032-12-26,Facebook Ads,25654.36,3.55,3223,66.07,1188,0.05,32,73298.63,212943.61,0.1651
2032-12-27,Instagram,36906.18,4.73,4824,103.62,670,0.1027,88,82740.82,499862.88,0.1797
2032-12-28,Instagram,49607.7,6.45,3430,175.31,503,0.0786,84,130362.28,601313.3,0.0769
2032-12-29,TV,31642.77,2.55,1387,69.28,2784,0.1328,35,120605.38,96091.36,0.0771
2032-12-30,Facebook Ads,18829.51,5.2,675,90.11,2721,0.0107,12,51652.76,60824.25,0.0842
2032-12-31,Google Ads,11694.5,6.71,2272,152.15,661,0.0992,55,17677.0,345684.8,0.1672
2033-01-01,Google Ads,43705.1,5.81,844,197.28,1593,0.0742,45,28503.51,166504.32,0.1443
2033-01-02,Rádio,40820.98,4.1,2627,169.57,1008,0.0274,72,54168.9,445460.39,0.0332
2033-01-03,Rádio,12079.18,4.88,3173,166.6,2058,0.1128,98,49267.17,528621.8,0.1306
2033-01-04,Google Ads,10431.29,7.92,4310,101.4,696,0.0646,45,10555.03,437034.0,0.0119
2033-01-05,Instagram,35899.27,5.01,4676,149.2,812,0.0821,99,67649.45,697659.2,0.145
2033-01-06,WhatsApp,16090.13,6.39,1124,66.96,1410,0.1453,43,20348.3,75263.04,0.1553
2033-01-07,Instagram,15666.74,5.95,1041,198.84,289,0.0755,45,37029.01,206992.44,0.1648
2033-01-08,Rádio,8038.37,5.76,867,122.09,2831,0.1244,73,119185.06,105852.03,0.1289
2033-01-09,TV,13566.79,5.87,2538,145.82,1459,0.1166,68,76757.53,370091.16,0.0443
2033-01-10,Google Ads,21661.62,3.91,933,181.43,1218,0.1011,30,59078.19,169274.19,0.1608
2033-01-11,Rádio,36775.5,4.06,2290,50.14,2474,0.135,23,31888.12,114820.6,0.181
2033-01-12,Rádio,17147.25,4.01,727,196.4,2101,0.0415,31,130610.62,142782.8,0.1304
2033-01-13,WhatsApp,16765.91,0.75,476,103.87,2891,0.124,66,136035.02,49442.12,0.0623
2033-01-14,Google Ads,14603.21,2.31,3986,100.94,2943,0.0598,15,80208.31,402346.84,0.0441
2033-01-15,WhatsApp,24175.04,1.66,189,71.76,246,0.1228,56,138584.83,13562.64,0.054
2033-01-16,Google Ads,9441.52,7.15,2955,178.73,2486,0.0766,83,72394.4,528147.15,0.0132
2033-01-17,WhatsApp,24538.72,2.56,1165,180.63,310,0.1294,23,20550.16,210433.95,0.0119
2033-01-18,Instagram,35356.69,1.54,1158,53.0,2700,0.1348,33,7470.74,61374.0,0.0664
2033-01-19,TV,1974.63,1.4,3159,58.36,1844,0.0917,51,23614.78,184359.24,0.1854
2033-01-20,TV,984.08,5.75,4172,187.75,2007,0.0786,47,95285.17,783293.0,0.1281
2033-01-21,Google Ads,4218.58,0.55,2700,68.43,143,0.1186,86,51531.25,184761.0,0.0834
2033-01-22,Facebook Ads,27015.17,4.03,4319,143.14,1330,0.0437,52,99004.81,618221.66,0.0121
2033-01-23,Outdoor,42795.53,1.39,2204,142.95,185,0.0072,54,78656.54,315061.8,0.198
2033-01-24,Rádio,741.78,6.87,2953,180.46,2622,0.064,37,53286.82,532898.38,0.0966
2033-01-25,Rádio,46864.73,7.69,2755,135.9,2053,0.0786,1,36708.57,374404.5,0.1984
2033-01-26,Google Ads,5760.79,7.69,1615,115.1,2595,0.0481,68,16751.34,185886.5,0.1468
2033-01-27,WhatsApp,42178.18,3.81,3117,196.16,1251,0.0606,81,118446.7,611430.72,0.0197
2033-01-28,Facebook Ads,24401.31,5.33,4247,84.32,2209,0.0243,52,123755.61,358107.04,0.1732
2033-01-29,Instagram,33138.19,5.0,1673,89.41,1337,0.0452,49,83510.37,149582.93,0.1108
2033-01-30,WhatsApp,25778.81,3.13,2636,62.72,418,0.0398,28,27778.73,165329.92,0.096
2033-01-31,WhatsApp,24113.89,3.83,4026,196.3,985,0.0486,73,43211.71,790303.8,0.154
2033-02-01,Google Ads,41827.52,0.98,2152,155.95,817,0.0484,54,143496.06,335604.4,0.1572
2033-02-02,Google Ads,37916.38,6.47,3896,51.81,2683,0.0861,60,37761.42,201851.76,0.1613
2033-02-03,Rádio,24428.41,2.31,731,155.65,722,0.0413,49,13236.7,113780.15,0.1545
2033-02-04,Google Ads,6025.98,3.95,1961,110.62,560,0.1414,15,84757.17,216925.82,0.1318
2033-02-05,Google Ads,6212.45,4.1,4052,195.13,762,0.0791,86,42977.52,790666.76,0.1384
2033-02-06,Google Ads,40176.2,4.71,1332,91.61,869,0.0237,93,143828.06,122024.52,0.1731
2033-02-07,Rádio,26704.84,6.63,2364,156.54,2474,0.0455,69,88341.34,370060.56,0.1412
2033-02-08,Instagram,24338.66,5.69,2147,144.12,594,0.1108,43,145043.14,309425.64,0.0293
2033-02-09,Instagram,34188.06,5.47,635,51.81,2170,0.007,99,118908.61,32899.35,0.1326
2033-02-10,Outdoor,43012.66,4.45,3633,182.78,553,0.141,83,109847.3,664039.74,0.0423
2033-02-11,Outdoor,31629.22,1.22,4925,70.94,854,0.0696,15,125402.86,349379.5,0.0127
2033-02-12,Google Ads,38260.97,3.52,3197,149.54,759,0.0806,27,92708.4,478079.38,0.0507
2033-02-13,Outdoor,38380.89,7.68,1375,166.33,2422,0.1483,56,6612.59,228703.75,0.0393
2033-02-14,Rádio,18134.94,7.97,3173,144.64,437,0.078,25,61907.39,458942.72,0.0294
2033-02-15,Instagram,14067.12,5.98,1125,64.57,2925,0.1424,85,36757.62,72641.25,0.0508
2033-02-16,WhatsApp,40157.62,2.21,2151,196.28,289,0.1377,10,67975.34,422198.28,0.1171
2033-02-17,Instagram,19170.35,1.26,3721,85.52,1147,0.1415,0,73229.68,318219.92,0.0388
2033-02-18,Instagram,45215.13,3.61,4663,144.18,2128,0.1228,68,23535.5,672311.34,0.0631
2033-02-19,Rádio,3949.69,6.92,300,169.58,2576,0.048,42,8397.57,50874.0,0.1714
2033-02-20,Outdoor,3381.77,5.91,4503,190.89,2814,0.0552,45,25039.04,859577.67,0.1787
2033-02-21,WhatsApp,46386.71,7.13,3423,140.6,1389,0.0579,35,129326.93,481273.8,0.0733
2033-02-22,Rádio,32598.52,5.12,3458,88.86,117,0.147,65,114598.86,307277.88,0.1808
2033-02-23,Google Ads,19290.17,1.48,3071,175.5,2635,0.0573,56,120839.47,538960.5,0.1213
2033-02-24,TV,37875.49,1.36,685,74.48,1993,0.0208,5,45064.46,51018.8,0.053
2033-02-25,Instagram,33780.18,0.86,3445,53.34,1769,0.1179,61,39234.38,183756.3,0.1533
2033-02-26,TV,26794.45,4.75,3954,186.22,1722,0.0581,26,10419.0,736313.88,0.1852
2033-02-27,Rádio,5394.23,2.32,4704,136.31,340,0.095,25,73478.93,641202.24,0.1353
2033-02-28,Rádio,40702.89,6.01,3524,60.45,1024,0.139,98,60449.28,213025.8,0.0483
2033-03-01,Rádio,43368.15,5.65,4200,136.96,2121,0.0884,12,126203.48,575232.0,0.0263
2033-03-02,TV,9022.35,2.89,459,71.75,464,0.0975,75,103870.8,32933.25,0.0536
2033-03-03,Rádio,42600.33,1.83,3769,54.71,900,0.0982,17,25921.46,206201.99,0.0743
2033-03-04,Google Ads,43953.44,1.27,4409,67.48,2778,0.0938,37,148137.5,297519.32,0.0734
2033-03-05,Rádio,27696.72,6.03,3577,166.27,2198,0.0282,5,116742.91,594747.79,0.1047
2033-03-06,Facebook Ads,32980.86,3.88,4758,163.35,595,0.0712,91,109434.44,777219.3,0.106
2033-03-07,Outdoor,19420.75,2.93,2912,140.65,2136,0.0061,27,36409.26,409572.8,0.0996
2033-03-08,TV,14448.69,6.92,144,81.4,2308,0.0958,88,136247.71,11721.6,0.0753
2033-03-09,Facebook Ads,36238.17,4.95,2850,160.85,791,0.0884,4,73718.51,458422.5,0.0303
2033-03-10,Rádio,43162.82,4.39,733,111.21,1864,0.0511,58,48160.11,81516.93,0.0895
2033-03-11,Google Ads,32876.84,6.08,1310,126.61,641,0.081,78,99950.87,165859.1,0.1973
2033-03-12,Instagram,25823.74,6.62,1849,184.65,799,0.0765,72,35704.03,341417.85,0.1342
2033-03-13,WhatsApp,8366.78,5.65,3341,118.68,2269,0.0414,44,136597.02,396509.88,0.0936
2033-03-14,Outdoor,3146.21,3.8,2868,143.95,887,0.0475,52,128879.83,412848.6,0.0259
2033-03-15,WhatsApp,22561.74,3.34,693,194.26,2539,0.1156,1,72412.15,134622.18,0.0505
2033-03-16,Rádio,2942.8,6.29,1524,117.71,583,0.1146,48,32645.33,179390.04,0.1192
2033-03-17,Outdoor,28682.06,4.38,2026,134.11,414,0.0731,72,76993.1,271706.86,0.1046
2033-03-18,Outdoor,19445.09,5.78,956,137.66,416,0.109,89,26625.04,131602.96,0.0136
2033-03-19,Google Ads,37980.86,7.18,651,86.11,1823,0.0704,86,44128.09,56057.61,0.0264
2033-03-20,Outdoor,15629.6,7.37,4238,160.54,2393,0.1284,62,74996.2,680368.52,0.0776
2033-03-21,TV,29852.64,2.58,2988,159.0,2703,0.0533,91,8065.26,475092.0,0.0368
2033-03-22,Facebook Ads,27115.33,1.91,4374,82.03,2853,0.1395,69,116029.78,358799.22,0.192
2033-03-23,Facebook Ads,733.27,2.46,1580,52.0,2620,0.0836,57,33552.66,82160.0,0.0165
2033-03-24,Facebook Ads,4083.28,6.14,706,199.84,1702,0.0827,3,130658.63,141087.04,0.1951
2033-03-25,TV,14873.23,3.28,771,137.24,314,0.1023,29,8227.67,105812.04,0.1347
2033-03-26,WhatsApp,44170.64,1.8,3415,77.15,1111,0.0544,56,82159.1,263467.25,0.0874
2033-03-27,Google Ads,7777.24,1.24,116,92.53,2084,0.11,46,117614.39,10733.48,0.1125
2033-03-28,Outdoor,35689.27,2.95,2973,142.67,431,0.0515,17,39502.52,424157.91,0.0879
2033-03-29,TV,48681.65,1.52,2694,70.64,1216,0.0626,93,107595.19,190304.16,0.1189
2033-03-30,Facebook Ads,39633.09,1.67,2584,55.59,2528,0.1028,90,109525.83,143644.56,0.0389
2033-03-31,Rádio,12525.8,5.63,715,169.77,438,0.0599,94,97487.33,121385.55,0.0328
2033-04-01,Instagram,45464.08,0.65,3305,157.38,2151,0.034,43,57816.65,520140.9,0.1104
2033-04-02,Outdoor,5108.8,1.38,2949,96.44,2121,0.1314,51,118834.4,284401.56,0.0236
2033-04-03,TV,23673.03,6.83,4507,58.77,444,0.1387,48,96122.89,264876.39,0.0656
2033-04-04,TV,44433.32,6.84,3907,122.94,2730,0.0959,29,90606.29,480326.58,0.1861
2033-04-05,Google Ads,32242.65,2.97,2172,91.43,2216,0.1226,51,123778.38,198585.96,0.1765
2033-04-06,Google Ads,20975.41,1.16,624,109.67,1032,0.1481,36,40472.52,68434.08,0.168
2033-04-07,TV,14994.24,5.79,3273,91.1,2289,0.0941,62,38710.75,298170.3,0.1064
2033-04-08,Facebook Ads,19067.42,3.2,1573,76.29,2012,0.1368,11,61034.8,120004.17,0.0153
2033-04-09,Instagram,25692.62,0.84,2525,108.05,2584,0.0571,16,15604.29,272826.25,0.0331
2033-04-10,Outdoor,16292.67,1.68,3374,194.73,2730,0.1066,33,53922.05,657019.02,0.1847
2033-04-11,Google Ads,48463.91,1.53,3438,89.93,770,0.0131,27,63909.45,309179.34,0.1689
2033-04-12,Outdoor,46687.34,4.92,2107,100.39,2481,0.1194,3,76783.44,211521.73,0.0815
2033-04-13,Facebook Ads,43598.24,7.24,4657,99.39,2909,0.1253,97,41831.95,462859.23,0.1485
2033-04-14,Outdoor,21380.58,6.45,2512,122.04,2443,0.0632,45,136492.15,306564.48,0.1724
2033-04-15,Rádio,34719.44,4.6,2251,176.53,522,0.0976,13,46336.36,397369.03,0.1279
2033-04-16,Google Ads,45190.05,3.67,3282,110.32,2773,0.1295,12,128474.86,362070.24,0.1722
2033-04-17,Facebook Ads,42596.26,5.14,527,170.92,1853,0.1331,57,69518.1,90074.84,0.0565
2033-04-18,Facebook Ads,21009.19,3.83,4664,67.25,2025,0.0204,48,109132.72,313654.0,0.0978
2033-04-19,Instagram,6063.11,2.35,1114,184.24,2100,0.125,49,21080.85,205243.36,0.12
2033-04-20,Instagram,4243.7,5.59,1704,77.8,974,0.0448,66,83972.4,132571.2,0.1299
2033-04-21,Rádio,29064.67,7.05,969,55.88,925,0.1105,20,144319.75,54147.72,0.1975
2033-04-22,Facebook Ads,32310.08,3.3,2827,73.75,1022,0.0521,79,101606.43,208491.25,0.1707
2033-04-23,WhatsApp,42567.21,6.81,2952,78.61,428,0.0132,50,123941.94,232056.72,0.0205
2033-04-24,Facebook Ads,14979.49,3.73,985,126.28,1371,0.0354,37,42855.22,124385.8,0.0421
2033-04-25,Instagram,8789.79,3.51,2708,117.49,2235,0.0643,25,121024.49,318162.92,0.1349
2033-04-26,WhatsApp,19260.79,0.71,1373,157.38,174,0.1125,5,55931.74,216082.74,0.0557
2033-04-27,Google Ads,18001.97,5.71,4526,57.64,1475,0.0196,17,75336.32,260878.64,0.0402
2033-04-28,Google Ads,7057.21,6.56,2055,124.66,529,0.1229,5,32253.87,256176.3,0.1367
2033-04-29,Outdoor,33777.99,5.48,686,99.87,2667,0.1496,40,75426.27,68510.82,0.1119
2033-04-30,TV,25680.25,1.64,300,144.61,1435,0.1193,56,79776.77,43383.0,0.163
2033-05-01,Instagram,36195.58,1.27,4649,56.55,2163,0.0737,49,95237.44,262900.95,0.0707
2033-05-02,TV,17958.21,4.8,3717,55.24,2949,0.0874,24,130951.9,205327.08,0.0726
2033-05-03,WhatsApp,16622.26,3.51,925,114.09,481,0.0059,47,49203.42,105533.25,0.0386
2033-05-04,Instagram,23892.5,3.72,210,171.7,2008,0.0353,23,147699.83,36057.0,0.1339
2033-05-05,Rádio,43931.66,7.76,3011,150.66,1162,0.1354,29,127915.04,453637.26,0.1447
2033-05-06,Facebook Ads,2493.92,5.93,3999,52.51,650,0.0082,86,63423.78,209987.49,0.0363
2033-05-07,Rádio,40339.22,3.59,1007,76.77,905,0.1362,44,37866.23,77307.39,0.0583
2033-05-08,WhatsApp,18764.89,0.64,3815,84.01,2103,0.0214,42,15366.71,320498.15,0.0393
2033-05-09,Instagram,42803.64,0.76,3789,113.46,207,0.0243,71,38982.81,429899.94,0.1521
2033-05-10,WhatsApp,40209.05,5.64,654,138.01,2427,0.0304,55,133255.82,90258.54,0.0497
2033-05-11,Facebook Ads,17763.68,6.78,2003,82.47,1176,0.1209,72,47344.55,165187.41,0.0389
2033-05-12,Google Ads,34846.89,5.81,206,107.38,272,0.0743,69,25007.07,22120.28,0.0233
2033-05-13,Google Ads,8401.82,3.54,3436,137.59,2499,0.0261,32,8287.82,472759.24,0.1679
2033-05-14,WhatsApp,44865.94,0.73,2634,107.52,1756,0.1046,96,48163.65,283207.68,0.0336
2033-05-15,TV,20522.31,7.76,2326,71.48,594,0.1414,44,36342.14,166262.48,0.0156
2033-05-16,Instagram,23053.47,7.9,3393,123.75,2606,0.088,6,19819.34,419883.75,0.0222
2033-05-17,Instagram,35435.07,4.62,1493,98.6,2281,0.0193,17,142907.44,147209.8,0.0797
2033-05-18,Google Ads,41131.59,1.03,2784,179.63,2678,0.0129,69,43805.17,500089.92,0.1234
2033-05-19,Outdoor,12198.97,4.56,2935,166.34,587,0.1204,44,5895.64,488207.9,0.0857
2033-05-20,Rádio,33236.83,7.19,266,78.54,1486,0.0958,36,141919.96,20891.64,0.0965
2033-05-21,Outdoor,19903.9,5.6,2810,72.9,2615,0.1388,20,88884.41,204849.0,0.1847
2033-05-22,Facebook Ads,18750.79,5.9,3724,102.15,2865,0.0844,89,17007.88,380406.6,0.1542
2033-05-23,Rádio,34656.28,1.14,2447,111.83,2392,0.014,78,9556.19,273648.01,0.0748
2033-05-24,Rádio,19665.57,1.3,1504,189.8,309,0.0635,43,20638.11,285459.2,0.0393
2033-05-25,WhatsApp,17632.37,1.46,1625,95.24,875,0.1004,29,90766.17,154765.0,0.1523
2033-05-26,Google Ads,41876.48,7.28,4509,180.14,365,0.0608,10,13971.38,812251.26,0.119
2033-05-27,Outdoor,5513.17,4.44,4938,125.8,795,0.1499,7,87380.39,621200.4,0.1928
2033-05-28,Outdoor,33956.68,6.44,2874,182.84,768,0.0638,4,99618.45,525482.16,0.1826
2033-05-29,Google Ads,12811.91,1.36,925,155.29,1150,0.0842,7,26398.63,143643.25,0.1171
2033-05-30,Outdoor,1267.16,7.46,1224,156.26,2777,0.0377,4,75822.75,191262.24,0.0233
2033-05-31,Google Ads,8754.83,6.66,668,127.82,2951,0.0271,9,144762.59,85383.76,0.0159
2033-06-01,WhatsApp,30529.75,2.19,2058,176.05,510,0.0986,14,126290.82,362310.9,0.1691
2033-06-02,TV,35601.8,7.06,3839,88.16,2904,0.0903,55,109887.83,338446.24,0.1426
2033-06-03,Rádio,1542.36,2.48,2209,186.1,1154,0.0056,54,80071.59,411094.9,0.1164
2033-06-04,WhatsApp,2303.06,2.04,4564,145.52,1752,0.0463,2,62169.84,664153.28,0.1409
2033-06-05,Instagram,45175.83,2.48,4289,115.81,2890,0.0983,40,70458.04,496709.09,0.1126
2033-06-06,Facebook Ads,4128.64,7.32,4194,197.33,1456,0.1228,9,115868.45,827602.02,0.1199
2033-06-07,TV,44762.02,7.37,3030,179.3,2246,0.0503,6,85373.2,543279.0,0.0529
2033-06-08,Instagram,11794.21,2.97,863,165.8,2865,0.0989,62,115874.83,143085.4,0.0965
2033-06-09,Rádio,37130.88,5.79,3460,91.09,2442,0.0435,62,145631.58,315171.4,0.0121
2033-06-10,Outdoor,15831.8,5.57,3550,196.06,1863,0.1051,87,97874.55,696013.0,0.1371
2033-06-11,Google Ads,43008.23,6.55,2247,161.45,1864,0.1062,25,92450.02,362778.15,0.0731
2033-06-12,Rádio,35172.52,2.72,3495,140.78,1791,0.0239,33,63893.48,492026.1,0.1347
2033-06-13,WhatsApp,20389.77,4.33,4524,188.27,1023,0.1014,71,33529.32,851733.48,0.186
2033-06-14,Facebook Ads,4276.97,5.51,3819,74.33,971,0.0534,38,59259.11,283866.27,0.1224
2033-06-15,WhatsApp,36768.66,0.7,4901,70.85,79,0.03,59,80414.09,347235.85,0.0723
2033-06-16,TV,31035.8,3.33,320,134.56,2827,0.0776,68,10054.07,43059.2,0.0494
2033-06-17,TV,644.13,5.72,1961,58.51,1031,0.0706,99,73991.73,114738.11,0.0578
2033-06-18,Facebook Ads,966.28,2.39,2714,149.6,280,0.1172,25,130011.65,406014.4,0.1976
2033-06-19,Instagram,40535.25,7.68,1121,86.11,1235,0.0173,61,146610.53,96529.31,0.1269
2033-06-20,Instagram,13340.29,0.73,209,67.85,2826,0.1195,9,129054.56,14180.65,0.0937
2033-06-21,TV,31988.62,7.69,4344,111.42,1301,0.0204,96,29937.35,484008.48,0.0539
2033-06-22,TV,22983.61,2.13,3948,119.89,1294,0.0351,99,27476.91,473325.72,0.1569
2033-06-23,Outdoor,43239.79,0.87,798,75.57,2843,0.0798,53,62030.27,60304.86,0.0836
2033-06-24,Google Ads,45889.58,2.69,207,56.23,1146,0.0722,30,37687.42,11639.61,0.0672
2033-06-25,Outdoor,49841.98,6.4,488,112.11,448,0.1484,37,103019.2,54709.68,0.0522
2033-06-26,Outdoor,8107.36,6.14,524,163.93,144,0.0905,24,17260.93,85899.32,0.0453
2033-06-27,Instagram,43216.72,2.07,2594,181.13,2013,0.0525,76,69339.29,469851.22,0.0619
2033-06-28,Facebook Ads,13668.06,1.98,3065,64.63,524,0.1355,64,45651.66,198090.95,0.1292
2033-06-29,Instagram,29745.39,5.32,2803,128.7,1979,0.0503,99,91333.42,360746.1,0.0556
2033-06-30,Google Ads,25535.76,3.94,2099,89.51,1828,0.0447,99,120574.43,187881.49,0.0215
2033-07-01,WhatsApp,1390.41,6.44,3675,106.2,824,0.0767,49,138916.66,390285.0,0.0782
2033-07-02,TV,46672.18,0.68,1627,190.02,1197,0.1374,23,144758.65,309162.54,0.1211
2033-07-03,TV,4377.19,5.08,4153,102.81,2897,0.1077,26,55923.21,426969.93,0.0214
2033-07-04,Google Ads,34566.84,5.98,2126,104.8,1573,0.1032,81,129097.93,222804.8,0.096
2033-07-05,Outdoor,39357.84,7.95,2468,81.41,670,0.1103,49,90834.64,200919.88,0.0199
2033-07-06,Facebook Ads,39866.75,5.59,2866,194.0,2957,0.1006,49,105377.04,556004.0,0.156
2033-07-07,TV,7206.98,2.24,1955,118.47,1013,0.1152,14,128413.93,231608.85,0.1757
2033-07-08,Rádio,22654.71,1.31,546,135.56,2910,0.033,16,23866.42,74015.76,0.1931
2033-07-09,Outdoor,41556.73,5.31,1697,117.98,2192,0.0307,28,142374.05,200212.06,0.1413
2033-07-10,TV,15482.62,4.42,309,87.94,1550,0.0575,4,84372.58,27173.46,0.1301
2033-07-11,Rádio,23653.56,7.24,948,171.56,2130,0.1284,10,53720.48,162638.88,0.1419
2033-07-12,Google Ads,14003.3,5.95,1751,54.27,1376,0.1086,79,54116.03,95026.77,0.1724
2033-07-13,Google Ads,23445.8,4.32,2016,153.54,171,0.0871,51,113895.05,309536.64,0.1633
2033-07-14,Outdoor,44447.98,3.53,3629,139.14,267,0.0078,33,103405.68,504939.06,0.0933
2033-07-15,TV,23028.65,3.53,2018,71.64,1126,0.0392,80,110774.61,144569.52,0.1337
2033-07-16,Instagram,28017.64,2.2,676,74.89,1232,0.1215,32,41684.35,50625.64,0.0408
2033-07-17,Rádio,20496.83,0.63,788,148.88,1744,0.0402,48,29678.45,117317.44,0.142
2033-07-18,Facebook Ads,23275.8,4.81,889,96.82,844,0.1109,30,109669.65,86072.98,0.1488
2033-07-19,TV,1251.12,2.09,1455,89.86,1674,0.0318,17,48279.71,130746.3,0.1622
2033-07-20,Facebook Ads,14545.4,2.06,1787,58.87,225,0.0929,88,37253.24,105200.69,0.1654
2033-07-21,TV,22110.8,1.44,449,164.97,341,0.0961,4,36118.23,74071.53,0.0936
2033-07-22,Instagram,31872.95,1.92,2817,182.4,540,0.114,29,26518.14,513820.8,0.1817
2033-07-23,Instagram,22777.57,0.74,3639,172.98,2858,0.0686,44,66888.27,629474.22,0.1964
2033-07-24,Outdoor,17221.94,5.56,4621,119.91,683,0.0967,86,42837.54,554104.11,0.1958
2033-07-25,Outdoor,19710.89,3.51,4522,130.09,1310,0.0756,37,134610.49,588266.98,0.1213
2033-07-26,Instagram,12493.52,4.71,1229,86.34,2222,0.1424,81,104925.25,106111.86,0.1163
2033-07-27,WhatsApp,46262.47,5.28,4450,75.93,1940,0.0807,95,112860.0,337888.5,0.0969
2033-07-28,Instagram,26326.29,7.79,4639,173.45,653,0.0354,93,63523.52,804634.55,0.067
2033-07-29,Google Ads,1163.77,1.01,4308,169.75,1178,0.1018,28,92030.38,731283.0,0.0734
2033-07-30,Google Ads,1462.59,3.63,4884,166.6,1115,0.0845,35,77615.69,813674.4,0.051
2033-07-31,WhatsApp,48661.6,2.34,1090,119.5,1714,0.1216,8,29280.46,130255.0,0.1916
2033-08-01,Rádio,11461.82,4.08,1973,179.68,1533,0.0307,22,11938.79,354508.64,0.1278
2033-08-02,Facebook Ads,40377.61,7.4,4241,188.93,540,0.0428,2,104110.18,801252.13,0.1875
2033-08-03,TV,3384.63,5.93,4952,99.25,614,0.1386,85,22570.01,491486.0,0.0836
2033-08-04,TV,46097.56,5.46,1476,83.7,217,0.1399,55,13315.63,123541.2,0.0667
2033-08-05,WhatsApp,43783.64,3.81,1326,119.64,808,0.0691,39,69070.76,158642.64,0.0352
