ID_Botijao,Data,Hora,Estoque_Atual,Total_Distribuido,Distribuicao_Diaria,Limite_Reposicao,Capacidade_Botijao,Taxa_Uso_Diario,Previsao_Esgotamento_Dias,Tipo_Cliente,Custo_Reposicao,Preco_Venda,Margem_Lucro,Rota_Entrega,Tempo_Entrega,Distancia_Percorrida,Tipo_Produto,Marca_Produto,Região_Atendimento,Canal_Venda,Programa_Fidelidade,Temperatura,Satisfacao_Cliente,Tempo_Espera,Metodo_Pagamento
F4300,2025-01-13,10:31,495,776,68,206,45kg,0.11,2.9,Comercial,103.24,166.6,11.18,Amazonas-Rota-07,90,31.8,GLP Residencial,Fogás,Amazonas,Revenda,528,27.7,3,14.2,PIX
F8268,2025-01-13,15:12,159,234,65,233,190kg,0.23,2.0,Condomínio,120.18,97.48,21.92,Amapá-Rota-03,98,87.3,GLP Granel,Fogás,Amapá,Revenda,503,28.2,5,7.4,Dinheiro
F5642,2025-01-13,07:10,335,246,34,108,20kg,0.44,3.0,Residencial,131.48,149.71,41.01,Acre-Rota-07,45,7.1,GLP Residencial,Fogás,Acre,Revenda,914,25.5,3,8.3,Boleto
F5647,2025-01-13,13:54,472,788,82,170,13kg,0.3,8.5,Condomínio,120.8,98.09,20.84,Amazonas-Rota-04,93,40.5,GLP Granel,Fogás,Amazonas,Revenda,273,27.4,2,8.7,Cartão
F6995,2025-01-13,18:31,296,516,58,113,190kg,0.27,7.7,Comercial,118.9,117.38,19.83,Acre-Rota-01,94,61.1,GLP Granel,Fogás,Acre,Revenda,426,26.4,3,11.7,Boleto
F2569,2025-01-13,09:34,178,907,67,210,20kg,0.11,4.9,Residencial,134.13,109.85,10.29,Amapá-Rota-07,48,95.3,GLP Residencial,Fogás,Amapá,Revenda,418,26.2,3,7.0,Boleto
F1524,2025-01-13,10:21,185,858,64,148,190kg,0.21,1.1,Residencial,111.26,174.5,29.04,Acre-Rota-01,23,66.7,GLP Granel,Ultragaz,Acre,Venda Direta,688,25.7,1,41.0,Boleto
F9335,2025-01-13,21:30,385,748,86,100,20kg,0.41,5.7,Condomínio,79.54,164.39,25.2,Amazonas-Rota-03,17,69.7,GLP Residencial,Fogás,Amazonas,Venda Direta,58,27.6,2,16.8,PIX
F3236,2025-01-13,14:26,258,869,69,172,20kg,0.41,8.4,Residencial,142.34,179.1,17.5,Rondônia-Rota-08,95,80.1,GLP Comercial,Fogás,Rondônia,Revenda,642,27.3,2,23.4,Dinheiro
F5731,2025-01-13,18:46,498,799,22,169,190kg,0.6,2.3,Residencial,138.04,149.6,17.62,Amapá-Rota-07,72,78.0,GLP Industrial,Ultragaz,Amapá,Venda Direta,717,26.4,5,11.2,Dinheiro
F6657,2025-01-13,15:56,275,551,87,248,20kg,0.47,7.4,Industrial,94.98,95.39,24.1,Amapá-Rota-07,58,30.1,GLP Granel,Fogás,Amapá,Revenda,863,27.9,1,46.5,Cartão
F6575,2025-01-13,17:55,398,913,70,211,20kg,0.59,1.8,Residencial,126.32,96.72,46.89,Acre-Rota-01,42,20.2,GLP Granel,Ultragaz,Acre,Revenda,776,25.6,3,22.2,Cartão
F8635,2025-01-14,07:39,476,762,54,225,13kg,0.44,7.1,Residencial,128.98,126.95,15.64,Acre-Rota-08,54,91.7,GLP Granel,Fogás,Acre,Revenda,95,31.8,4,25.2,PIX
F1445,2025-01-14,12:01,171,678,89,216,20kg,0.56,6.9,Residencial,123.28,196.97,45.68,Roraima-Rota-03,92,21.0,GLP Comercial,Fogás,Roraima,Revenda,69,31.5,5,39.6,Cartão
F8554,2025-01-14,12:28,337,392,86,235,45kg,0.54,3.4,Residencial,86.81,162.76,16.89,Roraima-Rota-03,15,71.1,GLP Comercial,Fogás,Roraima,E-commerce,349,31.1,5,18.5,PIX
F3310,2025-01-14,08:15,417,697,68,154,45kg,0.24,4.9,Comercial,90.33,191.93,33.12,Rondônia-Rota-02,22,15.1,GLP Residencial,Ultragaz,Rondônia,Revenda,79,32.5,1,17.3,Boleto
F5531,2025-01-14,20:43,218,709,97,299,13kg,0.14,2.5,Residencial,118.61,169.23,38.72,Rondônia-Rota-02,95,16.0,GLP Granel,Fogás,Rondônia,Venda Direta,750,33.2,3,15.5,PIX
F8077,2025-01-14,14:40,76,478,40,196,20kg,0.35,6.3,Condomínio,76.0,97.08,45.34,Acre-Rota-02,39,46.7,GLP Industrial,Fogás,Acre,Revenda,308,32.6,5,7.8,PIX
F1450,2025-01-14,11:32,184,842,99,190,13kg,0.26,1.7,Comercial,143.95,114.92,15.28,Rondônia-Rota-02,42,97.7,GLP Granel,Fogás,Rondônia,Venda Direta,823,29.6,5,38.0,PIX
F6718,2025-01-14,21:18,305,573,98,122,45kg,0.52,2.4,Comercial,110.19,172.95,25.97,Amazonas-Rota-04,94,14.4,GLP Industrial,Fogás,Amazonas,Revenda,600,30.0,2,46.5,Dinheiro
F2604,2025-01-14,21:17,313,676,70,173,45kg,0.56,5.5,Comercial,80.08,179.69,17.27,Amapá-Rota-02,91,11.8,GLP Comercial,Fogás,Amapá,Venda Direta,630,31.1,1,16.2,Boleto
F3580,2025-01-14,07:44,105,521,45,124,190kg,0.43,1.4,Residencial,96.02,177.1,29.02,Amazonas-Rota-05,103,38.1,GLP Comercial,Fogás,Amazonas,Revenda,162,31.5,1,27.7,Cartão
F6396,2025-01-14,14:09,453,734,69,141,20kg,0.28,2.0,Industrial,91.73,134.17,46.53,Amapá-Rota-02,57,59.1,GLP Comercial,Fogás,Amapá,Revenda,574,33.0,4,13.9,PIX
F9915,2025-01-14,14:46,245,440,44,111,190kg,0.31,9.5,Residencial,82.35,176.03,17.42,Roraima-Rota-07,76,58.2,GLP Industrial,Fogás,Roraima,Venda Direta,243,30.3,5,39.6,Boleto
F8289,2025-01-14,21:13,258,360,95,283,45kg,0.3,4.3,Industrial,100.66,160.92,44.03,Roraima-Rota-07,102,20.8,GLP Residencial,Ultragaz,Roraima,Venda Direta,547,33.1,5,28.0,Dinheiro
F8513,2025-01-14,14:18,50,500,83,143,20kg,0.54,8.1,Residencial,149.2,179.25,46.92,Amazonas-Rota-02,101,50.0,GLP Residencial,Fogás,Amazonas,Revenda,719,30.4,5,43.9,Dinheiro
F6667,2025-01-14,11:11,335,957,50,263,45kg,0.47,1.1,Industrial,149.53,143.65,37.43,Roraima-Rota-07,114,58.4,GLP Residencial,Fogás,Roraima,E-commerce,908,29.7,2,19.1,Boleto
F5958,2025-01-14,09:18,474,968,61,277,45kg,0.29,6.8,Condomínio,130.36,93.65,49.47,Roraima-Rota-08,17,28.0,GLP Residencial,Fogás,Roraima,Revenda,933,30.6,4,32.1,Boleto
F4143,2025-01-14,17:51,260,793,84,116,20kg,0.24,9.3,Residencial,148.57,135.74,46.07,Amapá-Rota-05,111,61.9,GLP Comercial,Fogás,Amapá,Venda Direta,13,29.5,5,43.7,Dinheiro
F3325,2025-01-14,18:49,376,888,70,158,13kg,0.22,1.4,Residencial,121.62,193.25,45.26,Roraima-Rota-08,64,23.4,GLP Granel,Fogás,Roraima,Revenda,344,32.1,4,39.9,PIX
F8121,2025-01-14,14:45,469,870,75,222,20kg,0.24,4.6,Comercial,90.14,104.88,36.9,Acre-Rota-01,72,71.7,GLP Granel,Fogás,Acre,Revenda,432,30.8,3,24.8,Cartão
F1130,2025-01-14,14:24,201,938,81,284,13kg,0.32,7.0,Residencial,109.51,124.47,25.57,Rondônia-Rota-04,25,75.7,GLP Industrial,Fogás,Rondônia,Venda Direta,492,29.6,4,10.0,Dinheiro
F2193,2025-01-14,10:55,272,879,89,160,20kg,0.3,3.5,Comercial,149.5,162.91,24.86,Rondônia-Rota-02,44,66.7,GLP Comercial,Fogás,Rondônia,Revenda,114,30.7,3,44.1,PIX
F9791,2025-01-14,14:05,439,974,37,281,20kg,0.34,5.2,Residencial,112.98,163.1,40.49,Amazonas-Rota-05,117,80.6,GLP Residencial,Fogás,Amazonas,Revenda,134,31.2,5,29.3,Dinheiro
F7330,2025-01-14,11:57,177,564,23,211,20kg,0.53,3.3,Comercial,126.06,97.42,49.14,Amapá-Rota-02,25,46.6,GLP Residencial,Fogás,Amapá,Revenda,41,30.7,5,16.0,Cartão
F5499,2025-01-14,06:28,213,480,46,141,20kg,0.41,9.5,Industrial,145.42,97.03,47.68,Amapá-Rota-01,108,40.6,GLP Industrial,Fogás,Amapá,Venda Direta,693,32.5,4,23.5,Dinheiro
F1826,2025-01-14,17:16,360,687,68,192,45kg,0.42,4.5,Residencial,117.52,120.99,30.83,Amapá-Rota-08,57,50.1,GLP Comercial,Fogás,Amapá,Revenda,28,29.8,4,16.9,Boleto
F8694,2025-01-14,16:04,292,864,66,231,45kg,0.3,9.2,Residencial,105.85,151.39,12.05,Amazonas-Rota-06,72,87.6,GLP Comercial,Fogás,Amazonas,Revenda,540,32.8,1,9.8,Cartão
F2910,2025-01-14,14:57,228,655,41,237,13kg,0.33,8.8,Residencial,81.47,139.56,32.71,Acre-Rota-04,36,14.7,GLP Industrial,Fogás,Acre,Revenda,397,33.0,3,20.9,Dinheiro
F2786,2025-01-15,11:54,174,546,57,186,45kg,0.36,3.2,Residencial,127.8,159.43,13.87,Roraima-Rota-04,71,26.5,GLP Industrial,Fogás,Roraima,Revenda,972,26.4,4,28.7,Dinheiro
F4072,2025-01-15,19:46,88,502,83,249,45kg,0.12,2.3,Comercial,138.55,119.34,26.63,Amapá-Rota-02,31,65.9,GLP Granel,Fogás,Amapá,Venda Direta,32,25.6,3,29.3,PIX
F1984,2025-01-15,07:53,147,822,82,134,190kg,0.31,10.0,Residencial,91.13,116.47,46.0,Rondônia-Rota-06,72,9.7,GLP Industrial,Fogás,Rondônia,Venda Direta,583,26.1,5,29.2,Boleto
F6298,2025-01-15,14:38,180,560,70,102,20kg,0.24,4.0,Residencial,130.39,123.14,43.7,Acre-Rota-09,96,14.5,GLP Granel,Fogás,Acre,Revenda,884,22.6,2,13.3,Dinheiro
F1155,2025-01-15,14:04,129,742,71,144,13kg,0.4,6.9,Condomínio,120.29,110.37,42.47,Acre-Rota-06,20,63.4,GLP Residencial,Fogás,Acre,E-commerce,518,24.2,5,5.1,Cartão
F6412,2025-01-15,13:51,477,829,21,257,190kg,0.44,5.4,Residencial,138.52,150.02,12.38,Amazonas-Rota-05,43,59.5,GLP Granel,Fogás,Amazonas,Revenda,328,22.5,1,3.9,PIX
F6640,2025-01-15,14:51,326,353,29,296,45kg,0.39,9.9,Condomínio,76.98,187.9,21.46,Amazonas-Rota-07,78,26.0,GLP Comercial,Fogás,Amazonas,E-commerce,929,23.0,4,43.5,PIX
F1185,2025-01-15,17:27,285,261,42,237,190kg,0.55,6.7,Industrial,143.22,113.68,30.62,Amazonas-Rota-01,111,55.9,GLP Residencial,Fogás,Amazonas,E-commerce,658,25.5,1,10.5,PIX
F9122,2025-01-15,07:07,308,793,67,256,190kg,0.45,8.0,Residencial,105.96,164.12,15.28,Roraima-Rota-04,74,68.6,GLP Comercial,Fogás,Roraima,Revenda,874,25.8,5,26.8,Boleto
F1672,2025-01-15,11:44,361,472,71,126,190kg,0.48,7.8,Residencial,103.14,110.86,17.74,Acre-Rota-08,53,70.5,GLP Industrial,Fogás,Acre,Venda Direta,205,24.1,2,16.1,PIX
F2712,2025-01-15,11:29,90,860,87,119,13kg,0.32,6.9,Residencial,129.11,196.63,42.01,Rondônia-Rota-05,95,44.5,GLP Industrial,Ultragaz,Rondônia,Venda Direta,487,23.7,1,38.1,Dinheiro
F9742,2025-01-15,11:21,404,756,95,272,13kg,0.59,6.6,Residencial,117.38,183.5,26.99,Rondônia-Rota-09,66,89.8,GLP Comercial,Fogás,Rondônia,E-commerce,160,23.2,2,3.5,Cartão
F4266,2025-01-15,19:06,236,762,78,297,190kg,0.38,3.1,Residencial,91.15,96.65,39.48,Roraima-Rota-08,109,64.9,GLP Residencial,Fogás,Roraima,Venda Direta,519,23.7,1,45.6,PIX
F4757,2025-01-15,16:24,380,373,23,189,45kg,0.43,4.6,Residencial,141.94,145.05,31.05,Amapá-Rota-02,17,28.9,GLP Comercial,Ultragaz,Amapá,Venda Direta,800,25.7,5,6.9,Dinheiro
F8917,2025-01-15,11:19,92,423,90,267,190kg,0.13,7.1,Residencial,132.48,141.27,38.63,Rondônia-Rota-08,53,84.8,GLP Granel,Ultragaz,Rondônia,Venda Direta,531,25.0,4,12.1,Cartão
F5524,2025-01-15,20:04,87,260,88,295,45kg,0.14,3.6,Condomínio,131.52,174.14,48.11,Amapá-Rota-05,98,28.3,GLP Granel,Fogás,Amapá,E-commerce,923,26.4,3,7.5,Cartão
F7091,2025-01-15,19:11,337,923,34,128,20kg,0.18,9.7,Residencial,94.22,178.74,25.26,Roraima-Rota-01,98,51.7,GLP Residencial,Fogás,Roraima,Revenda,611,24.0,4,2.0,Cartão
F3421,2025-01-15,11:09,464,462,37,222,20kg,0.6,8.6,Industrial,129.37,108.24,19.9,Acre-Rota-08,37,13.6,GLP Granel,Fogás,Acre,Venda Direta,739,24.3,3,0.1,PIX
F1569,2025-01-15,18:12,166,783,46,187,45kg,0.23,7.6,Residencial,112.56,90.07,37.43,Roraima-Rota-02,75,52.3,GLP Industrial,Fogás,Roraima,Revenda,151,25.7,2,11.8,Boleto
F1729,2025-01-15,07:53,456,805,81,297,20kg,0.52,8.7,Residencial,102.27,162.1,25.39,Acre-Rota-07,62,46.4,GLP Granel,Fogás,Acre,Venda Direta,444,23.6,5,43.6,Boleto
F1598,2025-01-15,17:14,371,639,76,213,45kg,0.46,9.4,Industrial,105.32,131.42,36.44,Rondônia-Rota-09,49,83.1,GLP Comercial,Fogás,Rondônia,Revenda,360,24.7,3,31.1,PIX
F8159,2025-01-15,12:01,156,833,99,276,190kg,0.55,9.5,Residencial,115.43,114.64,33.85,Amapá-Rota-03,41,80.4,GLP Residencial,Fogás,Amapá,Revenda,131,24.8,1,41.2,Cartão
F1829,2025-01-15,17:16,352,510,69,242,45kg,0.28,4.0,Residencial,101.66,133.31,16.13,Amapá-Rota-05,116,30.9,GLP Comercial,Fogás,Amapá,Revenda,97,25.2,3,38.9,Boleto
F9709,2025-01-15,15:28,173,573,36,115,45kg,0.36,2.8,Comercial,99.55,98.78,47.02,Roraima-Rota-03,65,7.9,GLP Industrial,Fogás,Roraima,Venda Direta,677,23.4,2,13.9,Boleto
F5541,2025-01-16,12:50,77,709,96,177,190kg,0.56,4.5,Comercial,98.39,105.42,34.98,Acre-Rota-01,16,28.7,GLP Comercial,Fogás,Acre,Venda Direta,754,22.1,5,29.3,Dinheiro
F6805,2025-01-16,20:14,98,612,38,146,190kg,0.49,1.3,Condomínio,95.91,105.77,35.93,Rondônia-Rota-03,85,67.2,GLP Comercial,Fogás,Rondônia,Revenda,133,23.7,4,16.8,Cartão
F9204,2025-01-16,18:29,445,965,48,142,20kg,0.21,6.8,Residencial,73.54,190.55,17.04,Rondônia-Rota-05,63,21.6,GLP Comercial,Fogás,Rondônia,Venda Direta,933,22.2,1,14.9,Boleto
F9314,2025-01-16,09:51,323,676,52,178,20kg,0.55,7.7,Condomínio,97.97,110.28,39.51,Roraima-Rota-06,36,13.1,GLP Residencial,Fogás,Roraima,E-commerce,207,24.0,1,23.4,Cartão
F7480,2025-01-16,11:30,325,960,32,157,13kg,0.19,9.0,Residencial,75.44,109.05,44.71,Amapá-Rota-01,109,14.0,GLP Industrial,Ultragaz,Amapá,Revenda,237,22.4,2,37.6,Dinheiro
F3379,2025-01-16,14:31,261,305,91,259,20kg,0.55,4.8,Comercial,141.42,131.12,36.76,Amazonas-Rota-01,89,18.7,GLP Granel,Fogás,Amazonas,Revenda,110,23.5,2,3.4,PIX
F7284,2025-01-16,14:15,241,564,38,200,190kg,0.25,4.6,Comercial,130.57,127.11,20.7,Rondônia-Rota-05,52,51.3,GLP Granel,Fogás,Rondônia,Revenda,81,23.8,5,47.7,Boleto
F6495,2025-01-16,09:34,271,642,21,286,190kg,0.1,3.2,Residencial,74.47,184.87,28.98,Amazonas-Rota-08,116,5.5,GLP Industrial,Fogás,Amazonas,Venda Direta,567,24.9,4,34.9,Dinheiro
F2280,2025-01-16,16:41,109,438,40,115,45kg,0.46,2.6,Residencial,71.93,196.04,36.24,Roraima-Rota-05,54,69.1,GLP Residencial,Fogás,Roraima,Venda Direta,101,23.3,5,13.9,PIX
F3358,2025-01-16,08:43,482,242,82,247,20kg,0.55,9.7,Industrial,139.23,123.2,38.97,Rondônia-Rota-03,59,21.4,GLP Residencial,Fogás,Rondônia,Revenda,30,24.1,5,38.4,Cartão
F5808,2025-01-16,20:19,56,859,61,206,190kg,0.51,2.3,Condomínio,108.71,137.68,47.38,Acre-Rota-03,87,99.4,GLP Residencial,Fogás,Acre,Venda Direta,627,23.1,4,44.8,PIX
F9368,2025-01-16,16:08,337,627,21,166,20kg,0.4,4.0,Industrial,139.86,181.69,33.66,Rondônia-Rota-06,30,12.2,GLP Comercial,Fogás,Rondônia,Venda Direta,730,25.2,4,19.4,Boleto
F4572,2025-01-16,11:59,317,330,63,269,13kg,0.37,3.5,Residencial,133.52,142.96,44.24,Amapá-Rota-06,49,63.6,GLP Residencial,Fogás,Amapá,Revenda,955,23.8,1,24.3,PIX
F4993,2025-01-16,08:50,373,240,36,252,13kg,0.17,7.4,Residencial,122.07,175.25,10.2,Amazonas-Rota-07,68,43.2,GLP Comercial,Fogás,Amazonas,Venda Direta,631,24.5,5,17.7,Dinheiro
F2430,2025-01-16,14:05,214,332,64,289,20kg,0.18,2.2,Residencial,121.07,116.9,34.9,Roraima-Rota-07,48,13.1,GLP Industrial,Fogás,Roraima,Revenda,741,23.1,1,29.0,Boleto
F4795,2025-01-16,12:10,189,523,80,243,13kg,0.6,3.5,Comercial,138.1,119.66,17.33,Amazonas-Rota-03,44,79.1,GLP Comercial,Fogás,Amazonas,Revenda,409,23.6,4,20.2,Boleto
F8583,2025-01-16,16:10,455,313,55,241,13kg,0.3,9.3,Residencial,96.56,99.67,29.01,Acre-Rota-02,62,28.0,GLP Comercial,Fogás,Acre,Revenda,509,24.2,5,33.6,Cartão
F6113,2025-01-16,19:38,177,200,62,103,20kg,0.29,8.2,Industrial,113.13,144.85,17.36,Rondônia-Rota-08,77,39.3,GLP Residencial,Fogás,Rondônia,Revenda,315,22.2,4,13.5,Cartão
F9873,2025-01-16,17:13,311,528,75,136,190kg,0.38,8.3,Comercial,100.81,90.66,42.3,Amapá-Rota-04,65,45.8,GLP Industrial,Fogás,Amapá,Revenda,160,25.5,1,24.3,PIX
F6107,2025-01-16,18:45,65,753,67,263,45kg,0.36,8.4,Residencial,107.66,169.5,42.01,Rondônia-Rota-04,42,88.3,GLP Residencial,Fogás,Rondônia,Revenda,542,25.0,5,41.5,Dinheiro
F8235,2025-01-16,10:18,99,620,41,158,20kg,0.53,5.6,Residencial,129.2,128.05,30.47,Amapá-Rota-07,24,32.9,GLP Residencial,Fogás,Amapá,E-commerce,818,24.3,4,17.8,Boleto
F2252,2025-01-16,16:52,306,529,42,291,20kg,0.4,5.8,Residencial,115.88,123.25,40.87,Amazonas-Rota-06,100,81.4,GLP Residencial,Fogás,Amazonas,E-commerce,965,22.3,2,18.6,PIX
F9039,2025-01-16,06:26,340,839,98,220,20kg,0.43,2.6,Residencial,74.37,151.53,35.45,Amapá-Rota-04,31,62.1,GLP Residencial,Fogás,Amapá,Venda Direta,854,25.1,5,28.9,PIX
F3779,2025-01-16,11:27,441,645,73,121,190kg,0.39,3.6,Residencial,117.02,131.07,36.37,Amazonas-Rota-01,110,54.8,GLP Comercial,Fogás,Amazonas,Revenda,791,25.4,5,17.4,Cartão
F4814,2025-01-16,07:48,173,939,64,295,190kg,0.37,4.4,Condomínio,136.95,183.5,31.9,Amapá-Rota-04,85,36.5,GLP Industrial,Fogás,Amapá,Venda Direta,541,24.1,2,31.6,Boleto
F2188,2025-01-16,10:48,437,624,57,228,45kg,0.17,7.6,Residencial,88.68,123.73,32.45,Rondônia-Rota-09,21,59.0,GLP Comercial,Fogás,Rondônia,E-commerce,400,23.4,1,32.4,Dinheiro
F4382,2025-01-16,15:49,154,678,97,226,13kg,0.36,5.7,Residencial,131.32,93.32,11.34,Acre-Rota-09,31,70.9,GLP Comercial,Ultragaz,Acre,Revenda,504,25.3,1,44.2,Dinheiro
F6584,2025-01-17,18:50,499,357,72,187,190kg,0.19,1.1,Comercial,107.61,115.52,30.17,Acre-Rota-02,19,92.5,GLP Comercial,Fogás,Acre,Revenda,294,21.5,2,24.6,Boleto
F4430,2025-01-17,16:59,128,355,41,246,45kg,0.19,4.9,Comercial,113.14,193.68,33.52,Amapá-Rota-02,100,32.3,GLP Granel,Fogás,Amapá,Revenda,638,20.2,4,39.5,Dinheiro
F4862,2025-01-17,06:45,431,889,51,192,13kg,0.38,9.9,Residencial,149.48,153.44,15.75,Amazonas-Rota-09,34,74.0,GLP Industrial,Fogás,Amazonas,Revenda,767,20.7,3,21.8,Boleto
F8526,2025-01-17,07:28,328,807,50,240,190kg,0.28,6.3,Comercial,118.33,131.7,35.66,Rondônia-Rota-09,94,40.2,GLP Residencial,Ultragaz,Rondônia,Revenda,706,19.6,1,5.9,Dinheiro
F9546,2025-01-17,09:40,459,793,29,126,45kg,0.55,1.6,Comercial,98.32,151.22,15.63,Acre-Rota-05,53,16.6,GLP Granel,Fogás,Acre,Revenda,550,20.8,3,8.2,Cartão
F8020,2025-01-17,19:30,148,497,85,290,13kg,0.45,1.8,Comercial,124.83,126.01,26.91,Roraima-Rota-05,71,23.7,GLP Granel,Fogás,Roraima,Venda Direta,418,19.5,3,41.2,Dinheiro
F2104,2025-01-17,19:41,352,787,73,247,45kg,0.25,9.3,Residencial,70.07,186.83,36.58,Rondônia-Rota-06,75,99.9,GLP Residencial,Fogás,Rondônia,E-commerce,659,20.0,4,5.2,PIX
F4217,2025-01-17,15:25,188,576,46,274,190kg,0.42,9.6,Industrial,107.92,197.91,39.46,Roraima-Rota-09,88,21.1,GLP Residencial,Fogás,Roraima,Revenda,572,21.1,2,24.5,Boleto
F3793,2025-01-17,07:47,464,378,61,287,45kg,0.38,2.9,Residencial,111.98,112.26,38.54,Rondônia-Rota-03,93,73.0,GLP Residencial,Fogás,Rondônia,Revenda,998,21.3,2,47.3,Boleto
F5276,2025-01-17,12:22,78,403,53,289,190kg,0.48,5.6,Industrial,146.13,122.73,36.29,Rondônia-Rota-05,48,73.0,GLP Residencial,Fogás,Rondônia,Revenda,161,19.1,2,22.4,Dinheiro
F6284,2025-01-17,11:42,456,344,68,270,20kg,0.25,3.7,Comercial,109.83,159.72,12.5,Roraima-Rota-03,118,26.6,GLP Residencial,Fogás,Roraima,Revenda,682,20.3,5,28.4,PIX
F8847,2025-01-17,10:49,378,898,96,234,45kg,0.14,2.7,Comercial,118.45,176.32,44.57,Roraima-Rota-01,63,61.3,GLP Industrial,Fogás,Roraima,Revenda,408,19.7,5,4.5,Cartão
F9279,2025-01-17,15:07,336,342,69,169,45kg,0.51,4.3,Residencial,138.69,130.41,28.69,Amazonas-Rota-03,74,89.6,GLP Comercial,Fogás,Amazonas,Revenda,566,19.8,5,23.7,Dinheiro
F5307,2025-01-17,09:20,165,527,64,240,20kg,0.38,4.5,Comercial,135.0,148.08,33.9,Amapá-Rota-06,80,79.5,GLP Comercial,Fogás,Amapá,Revenda,454,20.3,2,47.0,Dinheiro
F4719,2025-01-17,10:24,363,404,87,128,13kg,0.45,8.2,Residencial,89.13,122.93,25.94,Roraima-Rota-04,112,60.5,GLP Industrial,Fogás,Roraima,Revenda,99,22.5,1,23.5,Dinheiro
F4593,2025-01-17,17:54,255,528,36,165,190kg,0.12,2.3,Comercial,122.38,100.17,17.64,Acre-Rota-01,93,35.8,GLP Granel,Ultragaz,Acre,Revenda,588,20.8,2,16.5,Cartão
F7021,2025-01-17,13:53,467,905,94,232,20kg,0.18,8.4,Residencial,122.41,187.08,16.02,Acre-Rota-06,104,47.4,GLP Comercial,Fogás,Acre,Venda Direta,473,19.0,1,22.9,Dinheiro
F7483,2025-01-17,10:32,205,946,95,118,13kg,0.35,7.2,Residencial,81.72,95.61,12.42,Amazonas-Rota-06,15,61.0,GLP Residencial,Fogás,Amazonas,Venda Direta,855,22.6,3,38.8,Boleto
F8147,2025-01-17,16:10,109,212,36,109,20kg,0.18,3.4,Residencial,120.83,189.4,17.55,Amazonas-Rota-03,75,5.1,GLP Comercial,Fogás,Amazonas,Revenda,444,19.2,4,41.9,Cartão
F7935,2025-01-17,06:00,103,735,25,132,20kg,0.4,2.6,Comercial,96.96,140.51,42.22,Amazonas-Rota-09,17,58.8,GLP Residencial,Fogás,Amazonas,Revenda,166,22.5,5,0.2,Dinheiro
F6428,2025-01-17,07:25,55,795,54,232,20kg,0.31,8.2,Industrial,115.66,141.78,30.0,Acre-Rota-05,17,22.4,GLP Comercial,Fogás,Acre,Revenda,644,22.4,1,10.0,Boleto
F4266,2025-01-17,07:49,113,905,72,124,190kg,0.45,9.1,Comercial,106.31,133.32,45.77,Rondônia-Rota-05,76,61.9,GLP Granel,Fogás,Rondônia,Revenda,78,21.9,3,26.7,PIX
F7379,2025-01-17,06:57,450,627,61,160,13kg,0.56,2.6,Condomínio,143.98,153.33,41.5,Rondônia-Rota-08,108,47.6,GLP Industrial,Fogás,Rondônia,E-commerce,288,19.3,3,27.1,Cartão
F7557,2025-01-17,18:43,484,726,72,134,20kg,0.25,7.2,Residencial,109.16,160.96,14.58,Amapá-Rota-09,117,64.5,GLP Residencial,Fogás,Amapá,Venda Direta,542,20.9,4,27.7,Cartão
F8051,2025-01-17,08:57,313,554,92,231,190kg,0.47,1.8,Residencial,124.29,139.77,30.32,Amapá-Rota-08,75,73.7,GLP Granel,Fogás,Amapá,Venda Direta,608,19.5,2,46.9,Cartão
F4337,2025-01-17,08:11,190,395,58,243,13kg,0.5,7.2,Residencial,123.47,133.68,27.27,Roraima-Rota-08,49,8.6,GLP Residencial,Fogás,Roraima,E-commerce,789,21.4,3,32.5,Dinheiro
F9495,2025-01-17,09:51,216,677,22,138,45kg,0.58,7.3,Industrial,135.34,148.59,18.17,Acre-Rota-06,108,8.6,GLP Industrial,Fogás,Acre,Venda Direta,21,21.8,2,27.3,Dinheiro
F8022,2025-01-17,08:42,485,791,95,111,13kg,0.44,1.3,Residencial,126.36,184.63,32.48,Acre-Rota-03,48,84.4,GLP Residencial,Fogás,Acre,Venda Direta,936,20.9,3,1.8,Dinheiro
F9883,2025-01-17,08:23,67,671,75,263,45kg,0.46,4.1,Residencial,134.55,163.01,34.72,Rondônia-Rota-02,34,16.4,GLP Industrial,Fogás,Rondônia,Revenda,238,21.1,1,29.1,Boleto
F4393,2025-01-17,10:38,242,616,23,152,45kg,0.19,2.9,Residencial,79.82,104.37,23.46,Amapá-Rota-02,101,28.1,GLP Granel,Fogás,Amapá,Revenda,132,19.8,3,35.9,Dinheiro
F8342,2025-01-17,13:22,150,245,94,224,20kg,0.31,7.2,Industrial,98.06,151.85,11.52,Acre-Rota-06,67,83.0,GLP Comercial,Fogás,Acre,Revenda,651,21.2,2,25.3,Boleto
F9724,2025-01-17,19:18,110,938,85,223,190kg,0.57,5.2,Residencial,113.27,114.8,21.36,Amazonas-Rota-02,92,51.7,GLP Residencial,Fogás,Amazonas,Revenda,672,23.0,2,47.0,PIX
F3230,2025-01-17,19:49,472,299,87,129,190kg,0.1,2.6,Residencial,103.28,91.96,15.72,Amazonas-Rota-03,45,27.7,GLP Residencial,Fogás,Amazonas,Revenda,23,21.4,2,5.3,Dinheiro
F5886,2025-01-18,14:27,208,916,57,276,13kg,0.55,6.1,Residencial,84.41,167.87,24.57,Acre-Rota-07,70,81.2,GLP Comercial,Fogás,Acre,Revenda,6,29.2,4,12.8,Dinheiro
